
                                    144BBS.TXT
           US BBS's Supporting v.32, v.32bis, v.fc & v.34 CONNECTs

                         Compiled and Distributed by:
                      The DownTown BBS - Los Angeles, CA
                                (213) 484-0260
                  [3/12/24/96/14.4k v.32bis - Public Access]
         9600 v.32/14.4k v.32bis/14.4k HST/16.8 ZyXEL Lines Available

             See 144MDM.LST for Modem abbreviations used below.

  AC/Phone        BBS Name                        City       State  Modem
803-577-0545  The B.I.B.S. System         Charleston         SC     V32
803-649-9612  The SpeakEasy               Aiken              SC     V32B
803-873-5797  Dazed & Confused BBS        Ladson             SC     V34
804-261-1819  B&C BBS                     Richmond           VA     V32
804-293-2400  C.O.M.A.                    Charlottesville    VA     V32B
804-293-4710  Freeware Hall of Fame       Charlottesville    VA     VFC
804-295-3581  Data World BBS              Charlottesville    VA     V32
804-296-1242  The Information Exchange    Charlottesville    VA     V32B
804-296-4450  Into the Shadows            Charlottesville    VA     V32B
804-353-4160  Intercity BBS               Richmond           VA     V32
804-424-0394  Wings and Wheels BBS        Cheasapeake        VA     V32B
804-456-2971  Pleasure Dome BBS           Virginia Beach     VA     V32B
804-465-5375  Play Pen BBS                Chesapeake         VA     V32
804-489-7450  Terrapin Station            Norfolk            VA     V32
804-525-2358  Laser TAG                   Forest             VA     V32
804-525-5372  BB-P                        Forest             VA     V32B
804-525-9760  BB-P                        Forest             VA     V32B
804-590-2161  Servant of the Lord         Matoaca            VA     V32B
804-721-3320  TEL-COM                     Virginia Beach     VA     V32
804-793-0950  The Hugman's BBS            Danville           VA     V32
804-793-6094  Just For Fun BBS            Danville           VA     V32
804-846-6518  Starbase 9000               Lynchburg          VA     V32
804-857-4346  TimeLords BBS               Norfolk            VA     V32
804-877-3539  Virginia Data Exchange      Ft Monroe          VA     V32
804-929-6113  The CCC BBS                 Madison Heights    VA     V32
804-973-8235  Pat's Place                 Charlottesville    VA     V32B
804-977-9600  C.O.M.A.                    Charlottesville    VA     V32B
804-978-7182  The V.I.N.E.                Charlottesville    VA     V32B
804-979-2035  The Amiga Bandwidth         Charlottesville    VA     V32B
804-979-2487  The Amiga Bandwidth         Charlottesville    VA     V32B
804-979-9568  The SPIRIT of '76!          Charlottesville    VA     V32B
805-258-0413  Twilight Zone BBS           Edwards AFB        CA     V32B
805-258-4956  Twilight Zone BBS           Edwards AFB        CA     V32B
805-258-5304  Desert Connection!          Edwards            CA     V32
805-296-9056  The Software Station        Saugus             CA     V32
805-334-2242  MSI HQ BBS Private          Bakersfield        CA     V32
805-334-2246  MSI HQ BBS Private          Bakersfield        CA     V32
805-374-7373  Conejo Info Services BBS    Thousand Oaks      CA     V32B
805-395-0250  MSI HQ BBS Private          Bakersfield        CA     V32
805-395-0672  MSI HQ BBS Public           Bakersfield        CA     V32
805-399-1765  KAOS-AMIGA                  Bakersfield        CA     V32
805-483-1467  Surfboard                   Oxnard             CA     V32
805-488-8973  The R&R BBS                 Oxnard             CA     V32
805-492-7642  Joe's Garage BBS            Thousand Oaks      CA     V32B
805-498-3500  The NOMAD PCBoard           Thousand Oaks      CA     V32
805-499-0865  Alt. Methods BBS            Newbury Park       CA     V32B
805-583-5833  The Grinder                 Simi Valley        CA     V32
805-634-9805  Draconian Leather           Bakersfield        CA     V32B
805-640-0120  Riff Raft                   Ojai               CA     V32B
805-659-3313  805 SysOp                   Saticoy            CA     V32
805-683-1388  GraFX Haus BBS              Santa Barbara      CA     V32B
805-832-6173  The Late Show!              Bakersfield        CA     V32
805-872-5227  MobilNet                    Bakersfield        CA     V32
805-943-5881  CoreDump BBS                Quartz Hill        CA     V32
805-944-2994  Hitchhikers Guide           Littlerock         CA     V32
805-964-4414  The Seaside                 Santa Barbara      CA     V32B
806-792-0216  The Windmill                Lubbock            TX     V32B
806-792-0536  The Windmill                Lubbock            TX     V32B
806-792-5947  The Windmill                Lubbock            TX     V32B
806-792-6447  The Windmill                Lubbock            TX     V32B
806-795-0509  The Crystal Palace          Lubbock            TX     V32
806-795-9003  Agape BBS                   Lubbock            TX     V32B
806-797-7512  Club RayD8                  Lubbock            TX     V32
806-799-5228  Dark Side Of The Moon       Lubbock            TX     V32
808-456-8510  Ghostcomm Tele-Services     Honolulu           HI     V32
808-486-2565  Wire Head                   Aiea               HI     V32B
808-732-6909  The Magic Castle            Honolulu           HI     V32
808-845-7054  Coconuts BBS                Honolulu           HI     V32
808-942-2508  The Computer Station        Honolulu           HI     V32
808-956-2626  Coconut Telegraph           Honolulu           HI     V32
809-277-0949  Baron Carlos' Castle BBS    Guaynabo           PR     V32
809-724-0621  Opus Amicus BBS             San Juan           PR     V32
810-683-8032  The Warm Boot               Waterford          MI     V34
810-751-6704  The Short Circuit BBS       Warren             MI     V32B
810-772-0522  DKUG RBBS                   Warren             MI     V32
812-479-1310  Digicom                     Evansville         IN     V32B
812-941-9427  Digital Underground         New Albany         IN     V32
813-275-5410  Mental Floss                Fort Myers         FL     V32B
813-278-5731  ArchonRAINBOW               Fort Myers         FL     V32
813-286-7084  The Godfather BBS Private   Tampa              FL     V32
813-286-7812  The Godfather BBS Private   Tampa              FL     V32B
813-289-3314  The Godfather BBS Public    Tampa              FL     V32
813-321-0734  Mercury Opus                St. Petersburg     FL     V32
813-341-2327  Lambda Unlimited BBS        St. Petersburg     FL     V32
813-376-8229  Mutt n Jeff's               New Port Richey    FL     V32
813-445-4337  CSFSO Telecomm              Clearwater         FL     V32
813-446-7311  AquaScape                   Clearwater         FL     V32
813-471-0552  Ancestry TBBS               Sebring            FL     V32B
813-481-5575  The Pegasus Project         Fort Myers         FL     V32B
813-527-5666  St Pete Programmers Xchg    St Petersburg      FL     V32B
813-621-2115  My BBS                      Tampa              FL     V32B
813-625-4740  The Southern State BBS      Port Charlotte     FL     V32
813-647-3624  PC-net BBS                  Lakeland           FL     V32
813-685-6097  The C21 Link BBS            Tampa Bay          FL     V32B
813-693-8095  AquaFlight                  Fort Myers         FL     V32B
813-696-2444  Crown Jewel BBS             Lake Wales         FL     V32B
813-746-7788  Silicon Dreams              Bradenton          FL     V32
813-755-0575  Jos' Lounge                 Bradenton          FL     V32
813-785-3243  The FatherBoard             Palm Harbor        FL     V32B
813-832-3851  OS/2-Clarion BBS Public     Tampa Bay          FL     V32
813-839-7447  OS/2-Clarion BBS Private    Tampa Bay          FL     V32B
813-862-1809  Studio PC BBS 2             Port Richey        FL     V32
813-920-4704  Rivendell BBS 2             Odessa             FL     V32
813-938-7386  The Fatherboard BBS         Holiday            FL     V32B
813-949-3392  PC-Help! BBS                Lutz               FL     V32B
813-949-4993  PC-Help! BBS                Tampa              FL     V32
813-973-3346  PC Consultants BBS          Wesley Chapel      FL     V32
813-977-7065  Southern Systems            Tampa              FL     V32
813-978-1693  Campus BBS                  Tampa              FL     V32B
813-979-7307  HealthSource BBS            Tampa              FL     V32
814-266-9234  Rhythm & Blues BBS          Johnstown          PA     V32B
814-337-0501  Compuphile BBS              Meadville          PA     V32B
814-337-2971  Compuphile BBS              Meadville          PA     V32B
814-459-8901  Erie's WestSide BBS         Erie               PA     V32B
814-539-6648  Cheers BBS                  Johnstown          PA     V32
814-725-8887  Hoosier Hideaway            North East         PA     V32B
814-886-2563  The Summit SearchLight      Cresson            PA     V32B
815-233-5008  The Gateway Net BBS         Freeport           IL     V32B
815-385-5031  McHenry BBS 1               McHenry            IL     V32
815-385-7113  McHenry BBS 2               McHenry            IL     V32
815-385-9011  McHenry BBS 3               McHenry            IL     V32
815-434-4430  River City BBS              Ottawa             IL     V32
815-633-1558  Uncle Spikes Place          Machesney Park     IL     V32B
815-868-2422  The Boomtown BBS            McConnell          IL     V32B
815-942-1414  SciNexus Central BBS        Morris             IL     V32B
816-228-3204  BenNETt                     Blue Springs       MO     V32
816-231-3002  The Heartbreak Ridge        Kansas City        MO     V32
816-233-1357  CMOS OPUS BBS               St Joseph          MO     V32
816-239-4808  Network Market BBS          Atlanta            MO     V32B
816-353-3462  Writers' Block BBS          Raytown            MO     V32
816-356-0901  K C Central BBS             Raytown            MO     V32
816-358-3204  The Power Board - CBCS      Raytown            MO     V32
816-444-4960  Laser Online                Kansas City        MO     V32
816-587-5360  Amiga Central BBS           Kansas City        MO     V32
816-665-7157  The Cave                    Kirksville         MO     V32B
816-746-4747  The BullPen BBS             Parkville          MO     V32
816-761-4039  Rampart General BBS         Kansas City        MO     V32B
816-822-8233  ProBoard Plus               Kansas City        MO     V32
817-370-7304  Monty's Place               Fort Worth         TX     V32
817-382-4388  Golden Triangle BBS         Denton             TX     V32B
817-430-5131  The Dandy Tandy BBS         Roanoke            TX     V32
817-447-2598  Incredible BBS              Burleson           TX     V32
817-447-3527  The Speed Way               Fort Worth         TX     V32
817-485-9969  Laugh Connection            Dallas/FW          TX     V32B
817-491-1516  The Alternative Adult       Roanoke            TX     V32
817-547-1734  Virtual Reality BBS         Copperas Cove      TX     V32
817-573-0156  Turbo AT! BBS               Granbury           TX     V32
817-656-4282  The Back Door               Fort Worth         TX     V32
817-656-8093  The Gallery                 Fort Worth         TX     V32
817-662-2361  File Quest                  Waco               TX     V32B
817-666-5137  The Unicorner BBS           Waco               TX     V32B
817-695-0058  The ClipBoard (tm)          Arlington          TX     V32
817-731-1754  Obscured By Clouds          Fort Worth         TX     V32
817-732-6157  Shadowdale                  Fort Worth         TX     V32
817-738-3454  The Pulse                   Fort Worth         TX     V32
817-756-3123  The Blood Bank II           Waco               TX     V32
817-756-7343  The Blood Bank              Waco               TX     V32
817-776-0291  The Private EaR III         Waco               TX     V32
817-776-6041  The Private EaR II          Waco               TX     V32B
817-776-9877  The Private EaR             Waco               TX     V32B
817-857-4241  The Fissure                 Waco               TX     V32
818-248-2304  DeepSky                     Montrose           CA     V32B
818-249-3227  The Closet                  La Crescenta       CA     V32B
818-287-6133  The J-Connection BBS        Rosemead           CA     V32B
818-288-0573  Eclair BBS                  Monterey Park      CA     V32
818-330-1739  Medi-Call 1 Public          La Puente          CA     V32B
818-330-5849  Medi-Call - Supporters 2    La Puente          CA     V34
818-353-5873  AirConditioned Nightmare    Tujunga            CA     V32B
818-353-8891  Mysteria                    Tujunga            CA     V32B
818-366-1238  The MOG-UR'S EMS            Granada Hills      CA     V32B
818-366-6442  The MOG-UR'S EMS            Granada Hills      CA     V32B
818-366-8929  The MOG-UR'S EMS            Granada Hills      CA     V32B
818-409-9365  The Castle                  Glendale           CA     V32B
818-441-2625  The Continuum               South Pasadena     CA     V32B
818-443-0086  Right Track BBS             South El Monte     CA     V32B
818-505-8459  KBBS                        North Hollywood    CA     V32B
818-562-3014  The Night Shift BBS         Burbank            CA     V32B
818-564-8548  The Water Fountain          Pasadena           CA     V32B
818-569-3740  Panasia BBS                 Glendale           CA     VFC
818-683-3438  The Labyrinth               Pasadena           CA     V32B
818-709-6978  Wizard of OsZ PCBoard       Canoga Park        CA     V32B
818-762-1288  The Sovereignty Workshop    Granada Hills      CA     V32B
818-765-2171  The Crystal Palace          North Hollywood    CA     V32B
818-766-0911  The Annex                   Studio City        CA     V32
818-772-0384  MoonBeams BBS               Northridge         CA     V32B
818-785-6920  The Castle                  Van Nuys           CA     V32B
818-791-8680  Infomania BBS               Pasadena           CA     V32B
818-792-4752  The Sports Club BBS         Pasadena           CA     V34
818-794-0302  The Castle                  Pasadena           CA     V32B
818-821-4689  Spartan BBS                 Arcadia            CA     V32B
818-848-4101  Blue Thunder BBS            Burbank            CA     V32B
818-886-1156  KBBS                        Northridge         CA     V32B
818-886-1282  KBBS                        Northridge         CA     VFC
818-896-4015  The Ledge PC-Board          Lakeview Terrace   CA     V32B
818-913-6843  Learning Experience         La Puente          CA     V32
818-914-0851  The Mail Box BBS            Glendora           CA     VFC
818-951-4445  Mac Valhalla BBS            Tujunga            CA     V32
818-953-9063  Personal Computing U.       Burbank            CA     V32
818-955-9681  The Night Shift BBS         Burbank            CA     V32
818-957-5318  DataPhile                   Montrose           CA     V32B
818-961-1700  AuSSie BBS                  La Puente          CA     V32B
818-965-6241  The Drawing Board           Hacienda Heights   CA     V32
818-967-0701  KBTC BBS                    West Covina        CA     V32
818-985-2392  The Castle                  North Hollywood    CA     V32B
901-367-0837  The South Poll              Memphis            TN     V32
901-373-5941  Cheers BBS                  Memphis            TN     V32B
901-382-0337  The Labrynth BBS            Memphis            TN     V32B
901-458-3604  Worthington's Computer      Memphis            TN     V32
903-534-1049  Tyler Open Forum! #2        Tyler              TX     V32
903-534-1918  Tyler Open Forum!           Tyler              TX     V32
904-224-8047  The ShadowFax               Tallahassee        FL     V32B
904-332-0709  Images Unlimited            Gainesville        FL     V32B
904-332-2848  The Looking Glass           Gainesville        FL     V32
904-332-6082  Esoteric Oracle             Gainesville        FL     V32
904-334-4798  Time Slice 1                Gainesville        FL     V32B
904-334-4885  Time Slice 2                Gainesville        FL     V32B
904-336-9785  Oubliette BBS               Gainesville        FL     V32
904-373-5864  Bob's Corner Board          Gainesville        FL     V32
904-377-2082  The Enchanted Forest        Gainesville        FL     V32
904-378-6403  The WARLOCK's Castle        Gainesville        FL     V32
904-383-6957  Ideas & Innovations         Mt. Dora           FL     V32B
904-386-8693  Wingit                      Tallahassee        FL     V32B
904-396-6644  The Shuttle Pad BBS         Jacksonville       FL     V32B
904-483-2498  Craig's DATA Exchange! BBS  Eustis             FL     V32B
904-623-5512  OFFCenter                   Milton             FL     V32
904-668-2049  Computer Patch BBS          Tallahassee        FL     V32B
904-673-3765  Alpha Centuri               Ormond Beach       FL     V32
904-688-9124  Toy Shop-PC BBS             Spring Hill        FL     V32
904-732-0866  The Tree BBS                Ocala              FL     V32
904-735-0531  Late Night BBS              Mount Dora         FL     V32B
904-735-4385  Ideas & Innovations         Mt. Dora           FL     V32B
904-750-3874  Cold Snap BBS               Lady Lake          FL     V32B
904-757-7878  SBG ONLINE!                 Jacksonville       FL     VFC
904-757-8636  Small Business Graphics     Jacksonville       FL     V32B
904-786-4176  The Bounty St. BBS          Jacksonville       FL     V32
904-878-4457  The Reactor                 Tallahassee        FL     V32
904-893-8739  Computer Patch BBS          Tallahassee        FL     V32B
904-944-9547  FoneEmporium                Pensacola          FL     V32
904-968-3687  Amiga Depot BBS             Cantonment         FL     V32
906-482-8050  Amiga BitSwap               Houghton           MI     V32B
907-345-0147  The Pipeline                Anchorage          AK     V32
907-373-5361  Jump Start                  Wasilla            AK     V32B
907-452-1460  65'North                    Fairbanks          AK     V34
907-479-8643  Chances Are                 Fairbanks          AK     V32B
907-488-3751  T.C.'s Byte Bank System     North Pole         AK     V34
907-522-2327  Confuserland                Anchorage          AK     V32
907-522-2900  SoftWorks BBS               Anchorage          AK     V32B
908-232-7060  The Entropist BBS           Westfield          NJ     V32B
908-247-8252  EBBBS                       East Brunswick     NJ     V32
908-249-1898  Skating Rink                East Brunswick     NJ     V32
908-271-5168  Gypsy Baron                 Bridgewater        NJ     V32
908-291-0788  Selective Source BBS        Atlantic Higlands  NJ     V32B
908-297-5669  T&S BBS                     Franklin Park      NJ     V32
908-418-4354  The Diner                   Somerset           NJ     V32
908-463-0315  Parthenon                   Piscataway         NJ     V32
908-486-2956  CFONJ                       Linden             NJ     V32
908-505-8420  This Notes For You BBS      Toms River         NJ     V32
908-525-9440  Central Jersey MicroConnec  Parlin             NJ     V32
908-526-6395  Tranquil River BBS          Bridgewater        NJ     V32
908-544-8193  The University              Shrewsbury Twp     NJ     V32B
908-545-1751  OZ BBS                      New Brunswick      NJ     V32B
908-561-7971  The Monumentum BBS          Plainfield         NJ     V32B
908-566-8267  DZK BBS                     Matawan            NJ     V32
908-580-0486  Milky Way RBBS              Millington         NJ     V32
908-627-0318  The Airport II BBS          Middlesex          NJ     V32B
908-634-5117  Best Buy BBS                Woodbridge         NJ     V32B
908-654-3178  Westfield DataLine 1        Westfield          NJ     V34
908-654-6304  Westfield DataLine 2        Westfield          NJ     V34
908-657-2178  The Thieve's Guild          Lakehurst          NJ     V32
908-665-5992  The Summit PCBoard          Summit             NJ     V32B
908-722-2231  The Sorcery Board           Bridgewater        NJ     V32B
908-727-1914  Hologram Computing          South Amboy        NJ     VFC
908-727-2767  Hologram Computing          South Amboy        NJ     VFC
908-730-9002  DEALMAKERS On-Line          Mercerville        NJ     V32B
908-735-2707  Data-Base BBS 3             Annandale          NJ     V32B
908-777-7380  Software Society South      Edison             NJ     V32
908-821-8015  Kendall Park BBS            Kendall Park       NJ     V32
908-846-7981  Somerset Central BBS        Somerset           NJ     V32
908-862-0631  The Never Enough BBS        Linden             NJ     VFC
908-872-8028  Selective Source BBS        AtlanticHighlands  NJ     V32B
908-906-7685  Micro-Fone TBBS             Metuchen           NJ     V32
908-920-7981  Steal Your Face             Brick              NJ     V32
909-278-3115  TechForce BBS               Corona             CA     V32B
909-279-5458  The Board BBS               Corona             CA     V32B
909-350-4418  The Fountainhead            Rialto             CA     V32B
909-352-1905  Baddog's Domain             Riverside          CA     V32B
909-356-4636  Bits and Bytes BBS          Fontana            CA     V32B
909-356-5762  Bits and Bytes BBS          Fontana            CA     V32B
909-359-3189  Commnet-386                 Riverside          CA     V32B
909-369-6556  NightVision                 Riverside          CA     V32B
909-369-9150  Hard Disk Cafe BBS          Riverside          CA     V32B
909-371-6694  Digital Data BBS            Corona             CA     V32B
909-381-6013  The PC Spectrum RBBS-PC     Colton             CA     V32
909-591-5934  Modem Madness               Chino              CA     V32
909-677-9695  Nano Access                 Murrieta           CA     V32
909-689-2762  Legend Graphics             Riverside          CA     V32B
909-689-7049  Legend Graphics             Riverside          CA     V32B
909-689-8895  Legend Graphics             Riverside          CA     V32B
909-689-9229  Legend Graphics             Riverside          CA     V32B
909-781-4066  Far East Asian Connection   Riverside          CA     V32B
909-785-4586  The I.H.S. BBS              Norco              CA     V32
909-825-1854  Access Online               Colton             CA     V32B
909-860-9668  NightPlayer BBS             Diamond Bar        CA     V32B
909-862-5388  Air America BBS             Highland           CA     V32B
909-924-7336  The Seven Seas BBS          Moreno Valley      CA     V32B
909-947-7478  Diamond Bar BBS             Ontario            CA     V32
909-986-1525  The Otter's Holt            Ontario            CA     V32
912-432-2440  Software Designer RBBS-PC   Albany             GA     V32
912-882-3588  Kelsey Tech OnLine          St Marys           GA     V32B
912-920-1952  The Control Tower BBS       Savannah           GA     V32
912-920-8070  The Savannah BBS            Savannah           GA     V32B
912-927-7323  The TACRBBS                 Savannah           GA     V32
913-262-3796  The Golden Key BBS          Kansas City        KS     V32
913-599-6211  3-Times-7 BBS               Overland Park      KS     V32B
913-599-6266  3-Times-7 BBS               OverlandPark       KS     V32
913-897-6667  Colossus ]II[ Systems       Stilwell           KS     V32B
914-234-1284  Stromi's Place              Bedford            NY     V32
914-236-3265  Acorn I BBS                 Marlboro           NY     V32
914-245-9115  Amawalk Premium PCB         Yorktown           NY     V32B
914-271-9407  2x4 BBS                     Croton             NY     V32
914-279-2514  The Brewster BBS            Brewster           NY     V32
914-332-1983  TeleTech IES                N. Tarrytown       NY     V32
914-354-5463  10 Forward BBS              Pomona             NY     V32B
914-381-1600  Brentwood BBS               Mamaroneck         NY     V32
914-565-2407  APFL-Two                    New Windsor        NY     V32
914-566-0948  TINY                        Newburgh           NY     V32
914-621-2865  Dark Side of the Moon       Mahopac            NY     V32B
914-628-0535  Dark Side of the Moon       Mahopac            NY     V32B
914-665-1725  Go Diamond! BBS             Mount Vernon       NY     V32B
914-667-9385  Joe Brown's BBS             Mount Vernon       NY     V32
914-686-8091  Pub Info Exchange           White Plains       NY     V32B
914-723-3397  Sex On The Beach BBS        Scarsdale          NY     V32B
914-723-4010  SB Online, Inc.             Larchmont          NY     V32B
914-734-7045  The Laser BBS               Cortlandt Manor    NY     V34
914-734-7155  The Laser BBS               Cortlandt Manor    NY     V34
914-734-8455  The Laser BBS               Cortlandt Manor    NY     V34
914-736-1253  Dark Side of the Moon       Crompond           NY     V32B
914-736-2235  Dark Side of the Moon       Crompond           NY     V32B
914-736-3186  Dark Side of the Moon       Crompond           NY     V32B
914-736-3714  Dark Side of the Moon       Crompond           NY     V32B
914-738-6857  M&M's Pelham BBS            Pelham             NY     V32
914-747-2836  The Seven Keys BBS          Thornwood          NY     VFC
914-783-0992  Monroe Electronic Mall      Monroe             NY     V32
914-793-5060  The Apple-Wize BBS          Bronxville         NY     V32B
914-834-2973  Powertest BBS               Larchmont          NY     V32B
914-887-4651  Summit Data BBS             Long Eddy          NY     V32B
914-961-0663  The Apple-Wize BBS          Bronxville         NY     V32B
914-965-4980  Special Appointment BBS     Yonkers            NY     V32
915-570-7833  Rude Armadillo              Midland            TX     V32
915-590-3817  The Other Side              El Paso            TX     V34
915-591-1090  Micro Applications          El Paso            TX     V32
915-594-7806  Sky's The Limit BBS         El Paso            TX     V32
915-691-9453  Archives of Oblivion BBS    Abilene            TX     V32B
915-779-0900  Physicians Link             El Paso            TX     V32
915-821-3638  The Pass                    El Paso            TX     V32
916-342-9239  Time Bender-Long            Chico              CA     V32
916-345-4253  Wildfire                    Chico              CA     V32
916-361-1016  Camera Eye BBS              Sacramento         CA     V32
916-381-8788  Capitol City Gateway RBBS   Sacramento         CA     V32
916-383-4560  Fox Propaganda              Sacramento         CA     V32
916-387-1264  Windows BBS 2               Sacramento         CA     V32
916-424-1727  PrimeTime Network           Sacramento         CA     V32
916-424-1728  PrimeTime Network           Sacramento         CA     V32
916-446-0926  Sacramento Telefinder       Sacramento         CA     V32
916-528-1925  Info Exchange BBS           Red Bluff          CA     V32
916-529-5248  Mega Graphics               Red Bluff          CA     V32B
916-534-5329  The TDEC BBS                Oroville           CA     V32B
916-542-3088  The Cheshire Cat 1          So. Lake Tahoe     CA     V32B
916-544-1682  The Cheshire Cat 2          So. Lake Tahoe     CA     V32B
916-577-4438  HighSierra Online           Lake Tahoe         CA     V32B
916-581-5826  The Executioner's Block     Tahoe City         CA     V32B
916-673-6350  The Light House BBS         Yuba City          CA     V34
916-722-1984  Channel-D BBS               Sacramento         CA     V32B
916-722-1985  Channel-D BBS               Sacramento         CA     V32B
916-722-7223  Channel-D BBS               Sacramento         CA     V32B
916-725-8578  Sirus System BBS            Citrus Heights     CA     V32
916-742-5501  Amber Shadow                Marysville         CA     V32
916-755-3964  Hideaway BBS                Yuba City          CA     V34
916-788-1624  Prowler's Palace            Beale AFB          CA     V32B
916-791-4298  Commodore CRC Link!         Roseville          CA     V32B
916-824-1939  Bit Stream                  Corning            CA     V32B
916-824-1953  After Hours BBS             Corning            CA     V32B
916-893-9019  Lazarus                     Chico              CA     V32
916-929-7511  BOBsBBS                     Sacramento         CA     V32
916-962-3978  FAO BBS                     Sacramento         CA     V32
918-250-0936  461 Ocean Blvd.             Tulsa              OK     V32
918-254-6618  The Truckstop BBS           Tulsa              OK     V32B
918-272-4327  The Ham Radio Emporium      Owasso             OK     V32
918-355-3113  Thumper's Den               Broken Arrow       OK     V32
918-355-4409  Thumper's Den               Broken Arrow       OK     V32
918-437-4229  Quantum_Leap                Tulsa              OK     V32
918-438-2749  Software America Inc.       Tulsa              OK     V32B
918-438-6918  Hard Drive Cafe             Tulsa              OK     V32B
918-451-3306  Midnight Micro              Broken Arrow       OK     V32
918-627-0923  The Hub! BBS                Tulsa              OK     V32
918-627-2058  The 7th Inning Stretch!     Broken Arrow       OK     V32B
918-682-7337  H*A*L                       Muskogee           OK     V32B
918-742-7893  Midnight Micro II           Tulsa              OK     V32
918-744-0106  TBBS Tulsa                  Tulsa              OK     V32
918-749-9036  Hi-Tec                      Tulsa              OK     V32
918-838-7575  The Looking Glass BBS       Tulsa              OK     V32B
919-274-5760  Alert Data QBBS             Greensboro         NC     V32
919-286-3266  PreRapture BBS 3            Durham             NC     V32B
919-286-3606  PreRapture BBS 2            Durham             NC     V32B
919-286-3962  PreRapture BBS 1            Durham             NC     V32B
919-286-4617  PreRapture BBS 4            Durham             NC     V32B
919-286-7738  Psychotronic BBS            Durham             NC     V32
919-355-8833  Precision BBS               Greenville         NC     V32
919-469-4838  Mac Tonight                 Cary               NC     V32
919-471-2129  Discovery III BBS           Durham             NC     V32B
919-637-3583  Benners' BBS                New Bern           NC     V32B
919-692-6138  WhiTech BBS                 Southern Pines     NC     V32
919-736-1388  The FireHouse               Dudley             NC     V32
919-776-2368  Late-Nite BBS               Sanford            NC     VFC
919-781-6813  Capitalist Connect.         Raleigh            NC     V32B
919-831-2759  Social Graces               Raleigh            NC     V32
919-851-8460  InfoSYS                     Raleigh            NC     V32
919-859-5826  The Parallel Universe       Raleigh            NC     VFC
919-872-3984  C: Directory                Raleigh            NC     V32
919-929-1945  Quantum Tech                Chapel Hill        NC     V32
------------||--------------------------||-----------------||-----||-----|

                            1,853 Entries in 144BBS
                                  End of File
                            Thanks for using 144BBS!

